App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
Inch/cm/Foot Conversion,PRODUCTIVITY,4.0,319,2.1,100000.0,Free,0.0,Everyone,"August 20, 2017",2.0.1,2.3.3 and up
"Speed Booster - Ram, Battery & Game Speed Booster",TOOLS,4.7,85079,2.8,1000000.0,Free,0.0,Everyone,"July 17, 2018",1.0.4,2.3 and up
Technology CM Locker Theme,PERSONALIZATION,4.4,10093,5.5,1000000.0,Free,0.0,Everyone,"February 26, 2016",1.0.0,4.0 and up
Swift Dark CM / CM13 Theme,PERSONALIZATION,4.7,1500,41.0,10000.0,Paid,1.99,Everyone,"January 5, 2017",3.3.3,5.0 and up
Melior NUI - Material CM Theme,PERSONALIZATION,4.7,1873,14.0,100000.0,Free,0.0,Everyone,"November 7, 2016",Varies with device,Varies with device
Height Converter feet-inch cm,TOOLS,4.2,498,0.5830078125,100000.0,Free,0.0,Everyone,"October 22, 2013",1.0,2.2 and up
CM Secure Browser (Authorized),TOOLS,4.2,1147,2.7,100000.0,Free,0.0,Everyone,"October 2, 2017",1.1.6,4.0 and up
📏 Smart Ruler ↔️ cm/inch measuring for homework!,TOOLS,4.0,19,3.2,10000.0,Free,0.0,Everyone,"October 21, 2017",1.0,4.2 and up
Ruler cm,TOOLS,3.6,661,0.7900390625,100000.0,Free,0.0,Everyone,"September 10, 2014",2.1,2.2 and up
"Length Converter: convert mm,cm,m, feet,yard,mile",TOOLS,4.7,76,2.2,50000.0,Free,0.0,Everyone,"April 5, 2018",1.4,4.0.3 and up
CM AppLock Fingerprint 2018,TOOLS,4.4,1264,8.2,100000.0,Free,0.0,Everyone,"August 6, 2018",4.0.4,4.3 and up
"m, cm, mm to yard, feet, inch converter tool",TOOLS,4.3,246,2.8,100000.0,Free,0.0,Everyone,"February 6, 2018",1.1,4.0 and up
Speed Car CM Locker Theme,PERSONALIZATION,4.4,7519,4.0,500000.0,Free,0.0,Everyone,"January 26, 2016",1.0.1,4.0 and up
Calculator CM,TOOLS,4.4,8,1.8,500.0,Free,0.0,Everyone,"March 9, 2015",1.0,2.3 and up
Inches to cm conversion,TOOLS,4.4,29,0.068359375,10000.0,Free,0.0,Everyone,"January 14, 2015",1.4,4.0 and up
Vintage Flower CM Locker Theme,PERSONALIZATION,4.3,2910,2.3,500000.0,Free,0.0,Everyone,"January 24, 2016",1.0.0,4.0 and up
Centimeter Ruler,TOOLS,3.3,16,1.3,10000.0,Free,0.0,Everyone,"November 5, 2016",2.0,4.0 and up
CM S Pen Add-on(ROOT),TOOLS,3.6,373,0.119140625,10000.0,Free,0.0,Everyone,"February 24, 2017",1.0.9,4.1 and up
Ruler,TOOLS,4.5,27180,4.1,1000000.0,Free,0.0,Everyone,"July 6, 2018",3.24,4.1 and up
My Style CM 13 Theme,PERSONALIZATION,4.5,314,11.0,10000.0,Free,0.0,Everyone,"September 8, 2016",1.9,5.0 - 6.0
QuickPic - Photo Gallery with Google Drive Support,PHOTOGRAPHY,4.6,847144,4.2,10000000.0,Free,0.0,Everyone,"November 10, 2017",4.7.4,4.0 and up
"Ruler & Area Measurement (cm, inch)",TOOLS,4.3,10,8.2,10000.0,Free,0.0,Everyone,"July 28, 2017",1.2,4.1 and up
Inches to Centimeters,TOOLS,3.6,949,0.4013671875,100000.0,Free,0.0,Everyone,"April 13, 2018",3.0,1.6 and up
"cm, mm to inch, feet converter tool",PRODUCTIVITY,4.3,176,2.3,100000.0,Free,0.0,Everyone,"September 27, 2016",1.1,2.3.3 and up
City light CM Locker Theme,PERSONALIZATION,4.4,6271,5.7,500000.0,Free,0.0,Everyone,"February 24, 2016",1.0.0,4.0 and up
CM FILE MANAGER Pro,BUSINESS,4.2,2359,2.7,10000.0,Paid,2.99,Everyone,"February 16, 2016",1.16.9,1.6 and up
cm to inches | centimeters to inches conversion,TOOLS,4.8,52,1.9,5000.0,Free,0.0,Everyone,"May 7, 2018",1.3.2,4.0 and up
OMEGA Black UI Theme - CM 12+,PERSONALIZATION,4.2,12,19.0,100.0,Paid,0.99,Everyone,"August 20, 2015",1.0,5.0 and up
CN Summer Challenge,FAMILY,3.7,985,49.0,100000.0,Free,0.0,Everyone,"May 24, 2018",1.1,4.4 and up
Teen Titans GO Figure!,FAMILY,4.5,1985,28.0,10000.0,Paid,3.99,Everyone 10+,"July 18, 2018",1.0.2,5.1 and up
CN Superstar Soccer: Goal!!!,FAMILY,4.1,3863,41.0,100000.0,Paid,2.99,Everyone,"May 24, 2018",1.1.1,4.1 and up
Teeny Titans - Teen Titans Go!,FAMILY,4.6,20463,25.0,100000.0,Paid,3.99,Everyone 10+,"July 18, 2018",1.2.1,4.1 and up
CN Sayin' - Cartoon Network,FAMILY,4.5,85,25.0,10000.0,Free,0.0,Everyone,"March 27, 2018",1.22,4.4 and up
Cartoon Network Match Land,FAMILY,4.7,21979,38.0,1000000.0,Free,0.0,Everyone,"July 9, 2018",1.1.3,5.1 and up
Card Wars Kingdom,FAMILY,4.3,920571,28.0,10000000.0,Free,0.0,Everyone 10+,"January 17, 2017",1.0.10,4.0.3 and up
Wrecker's Revenge - Gumball,FAMILY,4.3,2263,55.0,100000.0,Free,0.0,Everyone,"September 21, 2017",14.15,4.3 and up
Super Slime Blitz - Gumball,FAMILY,4.6,5395,58.0,500000.0,Free,0.0,Everyone,"May 24, 2018",1.2.0,4.0.3 and up
Blamburger - Clarence,FAMILY,4.1,30444,27.0,1000000.0,Free,0.0,Everyone 10+,"October 26, 2015",1.0.5,4.3 and up
Free Fur All – We Bare Bears,FAMILY,4.2,256916,25.0,10000000.0,Free,0.0,Everyone,"October 8, 2015",1.0.4,4.0 and up
Sky Streaker - Gumball,GAME,4.3,37513,31.0,5000000.0,Free,0.0,Everyone,"December 7, 2015",4.0,2.3 and up
Just A Regular Arcade,GAME,4.2,40847,94.0,1000000.0,Free,0.0,Everyone,"January 8, 2016",3.1.0,2.3.3 and up
Soundtrack Attack,FAMILY,4.3,96045,25.0,5000000.0,Free,0.0,Everyone,"July 26, 2016",1.0.4,4.1 and up
Ben 10: Alien Experience,FAMILY,4.2,82005,45.0,10000000.0,Free,0.0,Everyone 10+,"October 24, 2017",1.2.1,4.4 and up
MagiMobile – Mighty Magiswords,FAMILY,4.2,120035,45.0,5000000.0,Free,0.0,Everyone,"January 4, 2018",1.0.11,4.1 and up
Dreamland Arcade - Steven Universe,GAME,4.0,6386,24.0,500000.0,Free,0.0,Everyone,"November 19, 2017",0.99,5.1 and up
Surely You Quest - Magiswords,FAMILY,4.6,43314,83.0,1000000.0,Free,0.0,Everyone 10+,"June 20, 2017",1.0.2,4.1 and up
Adventure Time Run,GAME,4.3,24628,88.0,1000000.0,Free,0.0,Everyone,"July 26, 2018",1.25.396,4.4 and up
Glitch Fixers: Powerpuff Girls,GAME,4.4,39698,51.0,5000000.0,Free,0.0,Everyone,"December 1, 2016",1.0.0,4.1 and up
StirFry Stunts - We Bare Bears,GAME,4.5,121533,63.0,10000000.0,Free,0.0,Everyone,"March 24, 2016",1.0.0,2.3.3 and up
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21.0,1000000.0,Free,0.0,Everyone,"October 26, 2017",3.4,4.1 and up
LEGO® TV,FAMILY,3.7,17250,7.2,1000000.0,Free,0.0,Everyone 10+,"August 4, 2018",4.0.2,5.0 and up
Boomerang,FAMILY,4.2,13519,51.0,1000000.0,Free,0.0,Everyone,"July 27, 2018",2.18,5.0 and up
We Bare Bears Match3 Repairs,FAMILY,4.7,39153,98.0,1000000.0,Free,0.0,Everyone,"July 25, 2018",1.1.7,4.1 and up
Champions and Challengers - Adventure Time,FAMILY,4.6,51973,27.0,1000000.0,Free,0.0,Everyone,"August 2, 2018",1.2.5,4.4 and up
Ski Safari: Adventure Time,FAMILY,4.5,48754,9.3,100000.0,Paid,0.99,Everyone,"October 7, 2014",1.5.2,2.3 and up
Block Survival Craft:The Story,FAMILY,4.1,7046,87.0,500000.0,Free,0.0,Everyone 10+,"October 12, 2017",0.2.7,4.0.3 and up
"What's Up, Snoopy? - Peanuts",FAMILY,4.5,773,55.0,100000.0,Free,0.0,Everyone,"August 22, 2017",1.0.1,5.1 and up
Rockstars of Ooo,FAMILY,3.4,642,26.0,10000.0,Paid,1.99,Everyone 10+,"August 11, 2015",1.0.2,2.3.3 and up
Angelo Rules - Crazy day,GAME,3.9,108336,62.0,1000000.0,Free,0.0,Everyone,"June 27, 2016",4.0.01,4.4 and up
Flipped Out! - Powerpuff Girls,FAMILY,4.4,412,22.0,10000.0,Paid,2.99,Everyone 10+,"June 30, 2016",1.0.2,4.0 and up
Adventure Time Game Wizard,GAME,4.1,4107,40.0,50000.0,Paid,4.99,Everyone,"July 16, 2015",1.2.0,4.1 and up
Best Park in the Universe,GAME,4.3,3904,5.5,10000.0,Paid,2.99,Everyone 10+,"September 10, 2014",1.2.1,4.0 and up
Formula Cartoon All Stars,FAMILY,3.9,1213,18.0,10000.0,Paid,2.99,Everyone,"June 25, 2015",4.1.2,2.3.3 and up
Multicraft Miner Exploration,GAME,4.0,14563,74.0,1000000.0,Free,0.0,Everyone 10+,"December 22, 2017",0.6.49,4.1 and up
CN Resident,FAMILY,5.0,1,64.0,100.0,Free,0.0,Everyone,"May 22, 2017",40.10,4.1 and up
Little Lovely Dentist,FAMILY,4.2,17786,16.0,1000000.0,Free,0.0,Everyone,"May 14, 2018",1.1.8,4.0 and up
Foods Co,SHOPPING,4.3,199,25.0,10000.0,Free,0.0,Everyone,"August 2, 2018",14.2.1,5.0 and up
AND CO,FINANCE,4.5,175,12.0,10000.0,Free,0.0,Everyone,"August 3, 2018",2.2.0,5.0 and up
Tetrobot and Co.,FAMILY,4.5,709,18.0,5000.0,Paid,2.99,Everyone,"April 20, 2015",1.1.2,2.3 and up
Brit + Co,LIFESTYLE,3.9,987,4.5,10000.0,Free,0.0,Everyone,"August 29, 2017",2.0.4,4.0 and up
Dots & Co: A Puzzle Adventure,FAMILY,4.5,81001,85.0,1000000.0,Free,0.0,Everyone,"April 27, 2018",2.15.2,4.1 and up
AppClose - The #1 FREE Co-Parenting App,PARENTING,3.5,159,85.0,10000.0,Free,0.0,Everyone,"July 31, 2018",2.1.23,4.4 and up
Co-op CRS,LIFESTYLE,3.6,581,26.0,100000.0,Free,0.0,Everyone,"March 4, 2018",2.4.3,4.4 and up
Co Checker,TOOLS,1.9,12,2.0,1000.0,Free,0.0,Everyone,"October 20, 2017",1.8.6,4.3 and up
VCalendar - VenkatRama and Co,LIFESTYLE,4.3,87,3.9,10000.0,Free,0.0,Everyone,"March 16, 2018",1.2,4.1 and up
Feeder.co,NEWS_AND_MAGAZINES,3.2,77,11.0,5000.0,Free,0.0,Everyone,"March 12, 2018",2.2.7,4.2 and up
Co-op Connections,SHOPPING,1.6,8,18.0,1000.0,Free,0.0,Everyone,"May 3, 2018",1.5,4.1 and up
mail.co.uk Mail,COMMUNICATION,4.2,21,8.7,5000.0,Free,0.0,Everyone,"July 24, 2018",1.1.0,4.0.3 and up
Aquarium Co-Op Podcast,LIFESTYLE,4.9,206,3.9,1000.0,Free,0.0,Everyone,"June 20, 2017",2.3.13,4.2 and up
MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373,4.0,10000.0,Free,0.0,Everyone,"February 16, 2018",1.3.4,2.0 and up
Co-op Taxi,MAPS_AND_NAVIGATION,3.4,168,53.0,10000.0,Free,0.0,Everyone,"May 1, 2018",3.19.34,5.0 and up
Them Bombs: co-op board game play with 2-4 friends,GAME,4.7,8038,52.0,100000.0,Free,0.0,Teen,"July 12, 2018",1.4.1,4.1 and up
REI Co-op Mastercard,FINANCE,2.9,320,23.0,10000.0,Free,0.0,Everyone,"June 14, 2018",2.13.11,4.4 and up
Websites.co.in Instant Website,BUSINESS,4.3,327,13.0,10000.0,Free,0.0,Everyone,"June 25, 2018",1.48,4.1 and up
Co-op Credit Union on the Go,FINANCE,4.4,5,30.0,1000.0,Free,0.0,Everyone,"April 25, 2018",18.1.79,5.0 and up
Hashtags For Likes.co,SOCIAL,4.3,420,18.0,50000.0,Free,0.0,Everyone,"December 19, 2016",1.1,4.0.3 and up
Chinese Chess ( Xiangqi Free ),GAME,4.6,963,4.1,50000.0,Free,0.0,Everyone,"April 18, 2017",1.1.1,2.3 and up
Krypton by krypt.co,PRODUCTIVITY,4.6,38,13.0,1000.0,Free,0.0,Everyone,"July 17, 2018",2.4.0,6.0 and up
Chinese Chess / Co Tuong,GAME,4.2,6947,20.0,500000.0,Free,0.0,Everyone,"October 25, 2017",2.7.7,2.3 and up
Fayr - Co-Parenting Simplified,PRODUCTIVITY,3.5,16,21.0,1000.0,Free,0.0,Everyone,"July 20, 2018",1.5.1,5.0 and up
Sprig by CO-OP,FINANCE,2.9,252,18.0,10000.0,Free,0.0,Everyone,"October 11, 2017",1.4.1033,4.1 and up
Good&Co: Career match tests,BUSINESS,4.4,26572,41.0,1000000.0,Free,0.0,Everyone,"July 24, 2018",2.9.1,4.1 and up
Central Bank and Trust Co.,FINANCE,4.7,65,12.0,5000.0,Free,0.0,Everyone,"June 12, 2018",5.9.1.0,5.0 and up
Soo Co-op Mobile Banking,FINANCE,4.5,159,14.0,1000.0,Free,0.0,Everyone,"September 12, 2017",4.2.87,4.0.3 and up
Holl & Co Barbers,LIFESTYLE,4.7,12,6.0,500.0,Free,0.0,Everyone,"February 26, 2018",4.9.940,4.0 and up
Call of Mini™ Zombies 2,GAME,4.4,248417,17.0,5000000.0,Free,0.0,Teen,"February 10, 2015",2.1.3,2.3.3 and up
Grenada Co-operative Bank,FINANCE,4.4,137,0.390625,10000.0,Free,0.0,Everyone,"June 26, 2013",2.4.3,1.6 and up
Dungeon Legends - PvP Action MMO RPG Co-op Games,FAMILY,4.4,102215,42.0,1000000.0,Free,0.0,Teen,"June 25, 2018",3.10,4.0.3 and up
Permit Test CO Colorado DMV,FAMILY,4.5,41,11.0,1000.0,Free,0.0,Everyone,"June 15, 2017",2.6.5,4.1 and up
"Chinese Chess 3D Online (Xiangqi, 象棋, co tuong)",GAME,3.5,23,37.0,1000.0,Paid,0.99,Everyone,"December 27, 2017",2.2.1,4.1 and up
2-Player Co-op Zombie Shoot,GAME,4.2,33,13.0,1000.0,Free,0.0,Teen,"July 1, 2018",1.0.13,2.3 and up
Camping and Co - Camping in Europe,TRAVEL_AND_LOCAL,3.7,19,6.5,1000.0,Free,0.0,Everyone,"April 17, 2018",1.2.3,4.1 and up
Remote | Fire TV | Android TV | KODI | CetusPlay,TOOLS,4.4,15911,16.0,1000000.0,Free,0.0,Everyone,"June 30, 2018",4.1.8.1,4.1 and up
Comboios de Portugal,MAPS_AND_NAVIGATION,3.4,1147,19.0,100000.0,Free,0.0,Everyone,"May 28, 2018",1.0.3.8,4.0.3 and up
CP Dialer,SOCIAL,4.3,64,3.3,50000.0,Free,0.0,Teen,"March 22, 2018",2.9.0,4.1 and up
CP Federal Mobile,FINANCE,3.6,180,35.0,10000.0,Free,0.0,Everyone,"October 6, 2017",7.0.7-qa003-prod,4.2 and up
Cestovné poriadky CP,MAPS_AND_NAVIGATION,4.6,2681,6.3,100000.0,Free,0.0,Everyone,"September 25, 2017",1.2.0,4.0.3 and up
CP Channel,FAMILY,4.6,7,12.0,500.0,Free,0.0,Everyone 10+,"March 21, 2018",1.1.0,4.1 and up
CP Clicker,LIFESTYLE,4.2,251,5.0,10000.0,Free,0.0,Everyone,"March 22, 2018",3.3.003,4.1 and up
Evolution CP & IV Calculator for pokemon,FAMILY,4.3,9465,43.0,500000.0,Free,0.0,Everyone,"July 8, 2018",0.4.6,4.4 and up
CP Creepypasta,FAMILY,3.8,128,2.9,10000.0,Free,0.0,Teen,"July 11, 2016",1.0.2,4.0.3 and up
Hercules CP Mobile,TOOLS,1.4,20,4.1,1000.0,Free,0.0,Everyone,"July 6, 2018",2.1.5,4.3 and up
Cerebral Palsy,MEDICAL,4.4,38,8.5,1000.0,Free,0.0,Everyone,"July 30, 2014",2,3.0 and up
CP RACING 2 FREE,FAMILY,4.0,4607,19.0,100000.0,Free,0.0,Everyone,"March 12, 2018",3,4.0 and up
CP ToolBox,BUSINESS,4.6,70,14.0,1000.0,Free,0.0,Everyone,"February 11, 2015",1.9.3,2.3.3 and up
"Talking Pictures: Autism, CP",MEDICAL,3.9,22,0.7822265625,5000.0,Free,0.0,Everyone,"March 6, 2017",1.14,3.0 and up
CP HAPPS - Pittsburgh Events,LIFESTYLE,3.8,85,5.6,5000.0,Free,0.0,Teen,"March 6, 2015",1.18.10,4.0.3 and up
Poke Genie - Safe IV Calculator,TOOLS,4.7,92958,36.0,1000000.0,Free,0.0,Everyone,"July 27, 2018",1.13.0,5.0 and up
IV Calc CP Calculator Toolkit,TOOLS,4.2,242,3.2,10000.0,Free,0.0,Everyone,"October 6, 2016",1.3,4.2 and up
CP Plus Showcase,BUSINESS,4.3,236,7.0,50000.0,Free,0.0,Everyone,"March 9, 2018",1.0.4,4.0 and up
CP Calculator,FAMILY,4.1,187,2.9,10000.0,Free,0.0,Everyone,"September 13, 2016",3.21,4.1 and up
iTooch Mathématiques CP,FAMILY,4.3,1018,35.0,100000.0,Free,0.0,Everyone,"June 28, 2017",4.6.2,4.0.3 and up
gCMOB,TOOLS,4.2,7935,21.0,1000000.0,Free,0.0,Everyone,"January 8, 2018",2.4.7,3.0 and up
Evolution CP,FAMILY,3.6,13,4.7,500.0,Free,0.0,Everyone,"September 4, 2016",1.0.2,4.0.3 and up
IV Go（get IV for Pokemon）,GAME,4.6,132282,20.0,1000000.0,Free,0.0,Everyone,"July 31, 2018",15.0,4.1 and up
Ditto CP Calculator GO,TOOLS,4.3,34,12.0,1000.0,Free,0.0,Everyone,"February 25, 2018",1.9,4.0.3 and up
Foothills CP,FAMILY,5.0,4,7.8,100.0,Free,0.0,Teen,"June 25, 2018",3.8.0,4.1 and up
CP Installer App,BUSINESS,5.0,4,24.0,100.0,Free,0.0,Everyone,"July 24, 2018",5.1.1,4.1 and up
CP Trivia,GAME,5.0,5,12.0,100.0,Free,0.0,Everyone,"August 6, 2018",0.99,5.0 and up
CP Surprise,LIFESTYLE,3.8,2548,4.9,100000.0,Free,0.0,Everyone,"January 30, 2018",4.4.2,4.1 and up
Evolve CP Calc. for PokemonGo,TOOLS,3.9,116,3.3,10000.0,Free,0.0,Everyone,"December 18, 2016",2.6,4.4 and up
ClanPlay: Community and Tools for Gamers,COMMUNICATION,4.8,34443,27.0,1000000.0,Free,0.0,Teen,"June 28, 2018",1.14.3,5.0 and up
CP Calculator - Poke Go Calc,FAMILY,4.1,7,22.0,500.0,Free,0.0,Everyone,"September 17, 2016",1.1,4.2 and up
Contents Provider(C.P.)Explorer,TOOLS,4.0,1,1.2,100.0,Free,0.0,Everyone,"June 20, 2018",5.0,3.0 and up
Cp Calculator for Evolution:GO,FAMILY,4.8,124,2.5,500.0,Free,0.0,Everyone,"August 23, 2016",1.2,4.2 and up
Calcy IV,TOOLS,4.8,36557,14.0,1000000.0,Free,0.0,Everyone,"August 3, 2018",2.51f,5.0 and up
CP Brown English-Telugu Dictionary,FAMILY,4.4,8,6.8,500.0,Free,0.0,Everyone,"November 10, 2017",3.0,4.0 and up
CP evolution calculator Pokemo,FAMILY,4.1,78,0.7685546875,10000.0,Free,0.0,Everyone,"February 26, 2017",1.3,4.1 and up
Crusaders Quest,FAMILY,4.4,475020,69.0,5000000.0,Free,0.0,Everyone 10+,"July 26, 2018",4.7.0.KG,4.1 and up
CQ Hotels,TRAVEL_AND_LOCAL,4.3,15,14.0,10000.0,Free,0.0,Everyone,"July 6, 2018",5.4.13,4.4 and up
CQ,NEWS_AND_MAGAZINES,3.7,7,3.4,1000.0,Free,0.0,Everyone 10+,"May 18, 2018",1.0.11,4.0.3 and up
Curio Quest,FAMILY,4.3,59152,50.0,1000000.0,Free,0.0,Everyone 10+,"March 29, 2018",1.14.00,4.0.3 and up
Sabbath School 4,FAMILY,4.3,2871,18.0,100000.0,Free,0.0,Everyone,"May 8, 2015",1.6,2.3.3 and up
CQ Mobile,FINANCE,2.7,36,18.0,1000.0,Free,0.0,Everyone,"July 10, 2018",Varies with device,Varies with device
Cardinal Quest 2,FAMILY,4.4,19207,36.0,100000.0,Free,0.0,Everyone,"September 19, 2016",1.19,2.3 and up
SDA Collegiate Quarterly,BOOKS_AND_REFERENCE,4.5,8,5.1,500.0,Free,0.0,Everyone,"July 13, 2018",1.2,4.4 and up
CQ: Lost In Transmission,GAME,4.2,4,61.0,10.0,Free,0.0,Everyone,"May 13, 2018",1.1,4.4 and up
Roll Call News,NEWS_AND_MAGAZINES,3.7,24,10.0,5000.0,Free,0.0,Everyone,"December 24, 2015",1.1,4.1 and up
CQ ESPM,BUSINESS,5.0,2,3.4,5.0,Free,0.0,Everyone,"June 3, 2017",1.0.1,4.1 and up
QRZ Assistant,COMMUNICATION,4.2,1044,3.5,100000.0,Free,0.0,Everyone,"May 30, 2018",2.0,4.4 and up
Palavras la cq,GAME,3.9,783,3.4,100000.0,Free,0.0,Everyone,"October 18, 2014",1.0,2.3.3 and up
Pocket Prefix Plus,COMMUNICATION,4.5,192,15.0,10000.0,Free,0.0,Everyone,"February 12, 2018",v2.6.0,3.0 and up
10 WPM Amateur ham radio CW Morse code trainer,COMMUNICATION,3.5,10,3.8,100.0,Paid,1.49,Everyone,"May 12, 2018",2.1.4,2.1 and up
Sabbath School,BOOKS_AND_REFERENCE,4.7,28237,10.0,100000.0,Free,0.0,Everyone,"April 22, 2018",3.2.994,4.0.3 and up
Gunship Modern Combat 3D,GAME,4.2,3247,26.0,500000.0,Free,0.0,Teen,"July 25, 2017",1.05,2.3 and up
ClanManagerTT2,FAMILY,4.7,55,3.3,1000.0,Free,0.0,Everyone,"July 24, 2018",2.2.9,4.4 and up
Christian Questions Podcast,FAMILY,4.6,222,15.0,10000.0,Free,0.0,Everyone,"March 28, 2018",2.8,4.0.3 and up
Sniper Killer Shooter,GAME,4.0,119368,19.0,10000000.0,Free,0.0,Teen,"February 21, 2017",1.1.4,2.3 and up
Snowboard Racing Free Fun Game,GAME,3.8,4552,43.0,100000.0,Free,0.0,Everyone,"October 26, 2016",1.4.0,2.3.3 and up
theCut,LIFESTYLE,4.7,499,6.9,50000.0,Free,0.0,Everyone,"May 10, 2018",1.2.7,4.1 and up
الفاتحون Conquerors,FAMILY,4.5,108130,40.0,5000000.0,Free,0.0,Teen,"August 3, 2018",1.8.0,4.0 and up
RIDE ZERO,GAME,4.6,8778,36.0,100000.0,Free,0.0,Teen,"January 2, 2018",1.3.1,4.3 and up
CricQuick,SPORTS,5.0,17,1.5,50.0,Free,0.0,Everyone,"December 8, 2017",1.0,4.0.3 and up
Next Island: Dino Village,FAMILY,3.9,29,37.0,1000.0,Free,0.0,Everyone 10+,"May 4, 2018",1.0,5.0 and up
iReadMe,PRODUCTIVITY,5.0,8,22.0,100.0,Free,0.0,Everyone,"March 6, 2018",1.5,4.4 and up
Webmail web mobile app,TOOLS,2.3,395,2.6,100000.0,Free,0.0,Everyone,"August 5, 2018",4.2,4.1 and up
Traffic Info and Traffic Alert,MAPS_AND_NAVIGATION,3.6,695,2.9,100000.0,Free,0.0,Everyone,"January 28, 2018",5.3,4.0 and up
Color Quartets,FAMILY,4.0,42,12.0,1000.0,Free,0.0,Everyone,"November 15, 2016",1.46,4.0 and up
Ham Radio Prefixes,COMMUNICATION,3.7,218,3.7,10000.0,Free,0.0,Everyone,"July 12, 2014",1.12,2.3 and up
Battle Result Predictor for CR,TOOLS,4.2,7063,17.0,1000000.0,Free,0.0,Everyone,"February 4, 2017",1.3.0,4.1 and up
Deck Advisor for CR,TOOLS,4.1,37975,23.0,5000000.0,Free,0.0,Everyone,"February 2, 2017",1.4.0,4.1 and up
Card Creator for CR,TOOLS,4.4,117850,17.0,10000000.0,Free,0.0,Everyone,"May 19, 2018",1.8.0,4.1 and up
CR & CoC Private Server - Clash Barbarians PRO,FAMILY,4.6,167974,5.0,500000.0,Free,0.0,Everyone,"July 27, 2018",Gratis,4.0.3 and up
Deck Analyzer for CR,TOOLS,4.2,2630,18.0,100000.0,Free,0.0,Everyone,"February 2, 2017",1.3.0,4.1 and up
Chest Simulator for Clash Royale,FAMILY,4.4,4756,33.0,100000.0,Free,0.0,Everyone,"July 19, 2018",1.1.9,4.1 and up
Clash Soundboard For CR & COC,FAMILY,4.3,13,26.0,500.0,Free,0.0,Everyone,"January 3, 2018",1.1,4.0.3 and up
Quiz for Clash Royale™,FAMILY,4.0,3788,32.0,100000.0,Free,0.0,Everyone,"July 18, 2018",3.0.1,4.1 and up
CR Blue Icon Pack,PERSONALIZATION,4.5,323,38.0,10000.0,Free,0.0,Everyone,"December 4, 2014",1.03,2.3.3 and up
Chest Calculator for CR,FAMILY,3.9,14754,21.0,1000000.0,Free,0.0,Everyone 10+,"July 22, 2018",1.8.1,4.1 and up
Ultimate Calculator for CR,PRODUCTIVITY,3.7,7389,41.0,500000.0,Free,0.0,Everyone,"March 15, 2017",1.0.4,4.0 and up
DCUO|CR Calculator Pro,TOOLS,4.6,82,1.7,500.0,Paid,0.99,Everyone,"August 14, 2017",3.3,3.0 and up
Stats CR Clan for Clash Royale,FAMILY,3.8,16,9.9,100.0,Free,0.0,Everyone,"July 25, 2018",1.2.9,4.1 and up
Ultimate Clash Royale Tracker,FAMILY,4.7,92010,5.9,1000000.0,Free,0.0,Everyone,"July 4, 2018",1.4.8,4.2 and up
Deck Simulator for CR,TOOLS,3.4,202,12.0,10000.0,Free,0.0,Everyone,"June 16, 2017",1.0,4.0.3 and up
Stats Royale for Clash Royale,BOOKS_AND_REFERENCE,4.5,68226,16.0,1000000.0,Free,0.0,Everyone,"August 6, 2018",1.9.1,4.2 and up
Counter Deck Calculator for CR,TOOLS,4.1,3446,19.0,500000.0,Free,0.0,Everyone,"February 4, 2017",1.3.0,4.1 and up
CR Calculator,TOOLS,4.3,297,2.8,50000.0,Free,0.0,Everyone,"January 27, 2018",2.2,4.0 and up
Servidor Privado de CR y CoC - Light Royale,FAMILY,4.6,3106,3.6,10000.0,Free,0.0,Everyone,"May 17, 2018",7,4.0.3 and up
Helper for Clash Royale (All-in-1),FAMILY,4.3,6078,37.0,500000.0,Free,0.0,Everyone,"November 10, 2017",2.0.0,4.1 and up
"CR Fans: Mazos, Clanes y Grupos",FAMILY,4.3,219,4.3,5000.0,Free,0.0,Everyone,"December 21, 2017",1.0.7,2.3 and up
DCUO|CR Calculator Lite,TOOLS,4.0,182,1.7,10000.0,Free,0.0,Everyone,"August 14, 2017",3.3,3.0 and up
CR Best Decks,FAMILY,3.5,34,30.0,1000.0,Free,0.0,Everyone,"July 5, 2017",1.03,4.0.3 and up
CR Family,FAMILY,2.3,10,5.2,1000.0,Free,0.0,Everyone,"February 8, 2017",1.0.0,4.1 and up
JavaScript Editor CR,TOOLS,3.9,114,18.0,5000.0,Free,0.0,Everyone,"March 16, 2018",1.0.209,4.0 and up
Jetting for Honda CR dirt bike,SPORTS,4.1,7,3.4,100.0,Paid,3.49,Everyone,"April 13, 2016",2.2,3.0 and up
CR-Red,PERSONALIZATION,4.5,561,41.0,10000.0,Free,0.0,Everyone,"December 4, 2014",1.05,2.3.3 and up
Deck Shop for Clash Royale,FAMILY,4.6,2167,13.0,100000.0,Free,0.0,Everyone,"August 6, 2018",1.1.5,4.4 and up
Royale Tournaments,FAMILY,4.4,2420,6.7,50000.0,Free,0.0,Teen,"July 28, 2018",5.3.6.0,4.1 and up
Deck Builder & Analyzer for CR,FAMILY,3.1,52,9.8,5000.0,Free,0.0,Everyone,"May 4, 2017",1.0,4.0.3 and up
